PropertyName,Address,City,State,ZipCode,PhoneNumber,TotalSqFt,NetRentableSqFt,TotalAcres,NumBuildings,NumFloors,PropertyStatus,ImpressionRating,LocationRating,CompletionDate
CubeSmart Self Storage,3400 Highway 19,Zachary,LA,70791,2256548890,78188,74278,3.98,9,1,Completed,B,C+,2005-01-01
LifeStorage,2151 North 3rd Street,Baton Rouge,LA,70802,2252011994,149668,112251,1.94,1,3,Completed,A,C,2020-04-13
LifeStorage,3293 Balis Drive,Baton Rouge,LA,70808,2253838061,127500,95625,1.4,1,3,Completed,A,B,2001-01-01
LifeStorage,10321 Airline Hwy,Baton Rouge,LA,70816,2253086125,127605,95703,2,1,3,Completed,A,C+,2018-12-17
LifeStorage,1920 O`Neal Lane,Baton Rouge,LA,70816,2253417047,126624,94968,1.5,1,3,Completed,B,B-,2019-07-13
LifeStorage,9059 Interline Avenue,Baton Rouge,LA,70809,2259242224,116643,99146,3.69,2,2,Completed,A,C+,2006-01-01
LifeStorage,2240 Oak Villa Blvd,Baton Rouge ,LA,70815,2252167488,150205,142694,7.9,4,1,Completed,B,C+,2003-01-01
Cypress Park Storage,2257 South Range Avenue,Denham Springs,LA,70726,2256649606,67246,63883,4.04,12,1,Completed,B,B-,1997-01-01
David Mini - U - Storage,13455 South Harrells Ferry Road,Baton Rouge,LA,70816,2257523977,30300,28785,3.08,3,1,Completed,C,B-,1989-01-01
Dependable Storage,16068 Airline Hwy,Prairieville,LA,70769,2256775560,76780,65263,3,4,2,Completed,A,B,2002-01-01
Dependable Storage,8888 Burbank Drive,Baton Rouge,LA,70820,2257526464,123812,92859,9.09,1,4,Completed,A,C+,2019-07-22
Dutchtown Mini Storage,38055 LA Hwy 621,Gonzales,LA,70737,2256736276,29000,27550,3.06,8,1,Completed,C,B-,1997-01-01
Eagle Rental Storage,4361 Wye Road,Lakeland,LA,70752,2256205153,45712,43426,3.41,4,1,Completed,C,C,2005-01-01
Four Seasons Self Storage,5039 Highway 44,Sorrento,LA,70778,2254734040,73240,69578,6.4,6,1,Completed,B,C+,2009-01-01
AppleTree Storage,37558 Highway 30,Gonzales,LA,70737,2256631446,70300,66785,6.48,9,1,Completed,B,B-,1998-01-01
Head of Island Storage,18800 LA Hwy 22,Maurepas,LA,70449,2256981413,79188,75228,5.81,8,1,Completed,C,C,2004-01-01
Highland Storage,15707 Airline Hwy,Baton Rouge,LA,70817,2257550259,69811,66320,3.21,8,1,Completed,B,B,1999-01-01
Highway 933 Mini Storage,41077 LA Hwy 933,Prairieville,LA,70769,2256220570,44400,42180,4.68,4,1,Completed,C,B-,2002-01-01
Interstate Mini Storage,29575 Frost Road,Livingston,LA,70754,2256860300,32231,30619,1.76,4,1,Completed,C,C+,2004-01-01
Jam's Mini Storage,8889 Florida Blvd,Walker,LA,70785,2256677575,36566,34737,1.91,6,1,Completed,B,C+,1995-01-01
LifeStorage,4756 Florida Blvd,Baton Rouge,LA,70806,2259279425,102850,77137,6.43,7,3,Completed,B,C+,1985-01-01
LifeStorage,11670 Airline Hwy,Baton Rouge,LA,70816,2252935544,69468,65994,4.03,12,1,Completed,C,B,1988-01-01
LifeStorage,7375 Airline Hwy,Baton Rouge,LA,70805,2253567663,42500,40375,2.82,9,1,Completed,C,C+,1985-01-01
Move It Self Storage,9530 Dawnadele Avenue,Baton Rouge,LA,70809,2252934558,92830,78905,3.57,6,2,Completed,B,B-,1988-01-01
Move It Self Storage,14401 Highway 44,Gonzales,LA,70737,2254166066,73526,69849,4.29,2,1,Completed,A,C+,2007-01-01
Move It Self Storage,36501 Oak Plaza Avenue,Prairieville,LA,70769,2254166120,64100,54485,3.12,5,2,Completed,A,C+,2004-01-01
Move It Self Storage,11500 South Harrells Ferry Road,Baton Rouge,LA,70816,2252931106,51378,43671,2.73,5,2,Completed,B,B-,1984-01-01
New Roads Storage Center,220 John Street,New Roads,LA,70760,2256381000,25204,23943,1.22,1,1,Completed,B,C,2008-01-01
North River Road Store & Lock,4747 North River Road,Port Allen,LA,70767,2258883122,43300,41135,7.96,5,1,Completed,C,C,2005-01-01
O'Neal Lane Self Storage,2666 O'Neal Lane,Baton Rouge,LA,70816,2257560100,51744,49156,4,7,1,Completed,B,B-,1997-01-01
Omni Storage,28550 Walker South Road,Walker,LA,70785,2256671230,174668,165934,7.6,11,1,Completed,A,C+,2008-01-01
One Southern Sky Self - Storage,22555 Walker South Road,Denham Springs,LA,70726,2252284166,25014,23763,2,3,1,Completed,B,C+,2008-01-01
Payless Super Storage,1765 O'Neal Lane,Baton Rouge,LA,70816,2252741577,54882,52137,5.82,2,1,Completed,B,B-,1988-01-01
Pilgrim Storage Center,10466 Airline Hwy,Baton Rouge,LA,70816,2252922500,60302,57286,2.73,5,1,Completed,B,C+,1989-01-01
Premier Storage,7120 Highway 1 South,Addis,LA,70710,2257496446,33500,31825,1.79,3,1,Completed,B,B,1997-01-01
Red Stick Self Storage,8847 Burbank Drive,Baton Rouge,LA,70820,2257570333,28784,27344,1.78,2,1,Completed,B,C+,2007-01-01
Riverbanks City Storage,151 North 19th Street,Baton Rouge,LA,70806,2253880004,25253,23990,0.85,1,1,Completed,C,C,1988-01-01
LifeStorage,10770 Jefferson Hwy,Baton Rouge,LA,70809,2252937863,81150,68977,4.09,1,2,Completed,B,B-,1997-05-19
LifeStorage,10811 Coursey Blvd,Baton Rouge,LA,70816,2252931122,80818,76777,3.99,11,1,Completed,B,C+,1993-01-01
Fortress Storage,29000 Walker Road South,Walker,LA,70785,2256679499,42948,40800,2.09,6,1,Completed,C,C+,1997-01-01
Security Storage of Gonzales,1330 Louisiana 30 West,Gonzales,LA,70737,2254355006,46400,44080,2.56,13,1,Completed,C,B-,1998-01-01
Sherwood Mini Storage,11756 Florida Blvd,Baton Rouge,LA,70815,2252756909,52418,49797,3,7,1,Completed,C,C+,1985-01-01
Ship - N - Store,13434 Plank Road,Baker,LA,70714,2257742117,66130,62823,5,3,1,Completed,C,C+,1996-01-01
Ship N Store,3900 Baker Blvd,Baker,LA,70714,2257742117,34431,32709,2.63,5,1,Completed,C,C+,1989-01-01
Simply Self Storage,34570 LA Highway 16,Denham Springs,LA,70706,2256655770,109930,104433,6.82,5,1,Completed,B,B-,2008-01-01
Skid Marks Storage Pros,38068 Post Office Road,Prairieville,LA,70769,2256777778,25500,24225,2.09,3,1,Completed,B,B,2012-01-01
Otter Self Storage,9190 Parkway Drive,Baton Rouge,LA,70810,2257670263,78280,74366,2.6,7,1,Completed,C,B-,1988-01-01
Otter Self Storage,11520 Richcroft Avenue,Baton Rouge,LA,70814,2252759404,63104,59948,2.75,8,1,Completed,C,C+,1983-01-01
Storage Post,8118 Tom Drive,Baton Rouge,LA,70815,2257559914,85715,81429,4.47,8,1,Completed,B,C+,1988-01-01
Storage Solutions,39372 Highway 74,Gonzales,LA,70737,2256447686,57000,54150,3,7,1,Completed,C,C+,2009-01-01
Storsafe,9242 Barringer Foreman Road,Baton Rouge,LA,70817,2257531176,127047,120694,4.91,2,1,Completed,B,B,2007-01-01
Sunshine Storage,58521 Belleview Road,Plaquemine,LA,70764,2256853617,43107,40951,3.5,6,1,Completed,B,B-,2007-01-01
Tellus Self Storage,8039 Vincent Road,Denham Springs,LA,70726,2256641668,43390,41220,2.83,6,1,Completed,A,C+,2001-01-01
Tellus Self Storage,33722 Louisiana 16,Denham Springs,LA,70706,2256640688,75489,71714,3.99,4,1,Completed,A,C+,2009-01-01
Tellus Self Storage,5553 Groom Road,Baker,LA,70714,2257711900,100708,95672,5.1,8,1,Completed,B,C+,1999-01-01
Tellus Self Storage - All About II,3100 Main Street,Baker,LA,70714,2255001601,83422,79250,5,7,1,Completed,B,C,1994-01-01
U - Haul Moving & Storage,8415 Greenwell Springs Road,Baton Rouge,LA,70814,2254245995,72693,61789,3,10,2,Completed,B,C+,1986-01-01
Wittich Villere Storage,8535 G S R I Avenue,Baton Rouge,LA,70810,2257677439,28090,26685,1.28,5,1,Completed,C,C+,1989-01-01
Vault Self Storage,11601 Coursey Blvd,Baton Rouge,LA,70816,2252931600,33786,32096,7.64,1,1,Completed,C,C+,1985-01-01
Walker Mini Storage,13297 Burgess Avenue,Walker,LA,70785,2256677727,42600,40470,2.6,4,1,Completed,C,C+,1998-01-01
Walker Storehouse,10467 Florida Blvd,Walker,LA,70785,2256651183,43607,41426,2.14,9,1,Completed,B,C+,2005-01-01
Red Dot Storage,8245 Commerce Drive,Denham Springs,LA,70706,2259980081,28293,26878,1.84,5,1,Completed,C,C+,2001-01-01
Zachary Storage Solutions,1210 Church Street,Zachary,LA,70791,2256544110,44000,41800,1.5,1,1,Completed,B,B,2004-01-01
360 Storage Center,6649 Central Avenue,Newark,CA,94560,9258923880,135884,101913,1.96,1,3,Completed,A,B-,2016-06-01
CubeSmart Self Storage,1320 Lemon Street,Vallejo,CA,94590,7075523311,93000,88350,4.44,7,1,Completed,C,B-,1977-01-01
5A Rent - A - Space,455 Moraga Road,Moraga,CA,94556,9256432024,101489,86265,4.14,7,2,Completed,B,B+,2000-01-01
780 Mini Storage,1855 Benicia Road,Vallejo,CA,94591,7075523496,26190,24880,1.57,5,1,Completed,C,A+,1987-01-01
A - 1 Armor Self Storage,2468 Whipple Road,Hayward,CA,94544,5104892757,31000,26350,2.48,2,2,Completed,B,B,1983-01-01
A - 1 Self Storage,5296 Concord Blvd,Concord,CA,94521,9258526100,57354,54486,2.86,5,1,Completed,C,B,1999-01-01
A - 1 Self Storage,301 High Street,Oakland,CA,94601,5109900495,141029,105771,3.22,2,3,Completed,B,C+,2004-01-01
A M Mini Storage,25 Alberts Avenue,Bay Point,CA,94565,9254588494,3456,3283,0.18,4,1,Completed,C,C,1993-01-01
Abba Self & RV Storage,1850 Solano Way,Concord,CA,94520,9259699222,122097,115992,14.33,11,1,Completed,A,C+,2003-01-01
Central Self Storage,13760 East 14th Street,San Leandro,CA,94578,5103576353,26176,24867,1.7,22,1,Completed,C,B,1987-01-01
Ace Self Storage,28410 Hesperian Blvd,Hayward,CA,94545,5108877867,113180,84885,1.78,1,3,Completed,A,B,2017-07-22
Acorn Self Storage,5205 Railroad Avenue,Pittsburg,CA,94565,8443262338,56975,54126,4.79,5,1,Completed,B,B,1997-01-01
Acorn Self Storage,6900 Lone Tree Way,Brentwood,CA,94513,9253185675,162909,154763,7.48,5,1,Completed,B,B+,2005-01-01
Affordable Storage,95 1st Avenue North,Pacheco,CA,94553,9258253217,68348,58095,3.12,8,2,Completed,B,B-,1977-01-01
Airport Road Self Storage,1604 Airport Road,Rio Vista,CA,94571,7073745050,188600,179170,12.46,15,1,Completed,C,C+,2002-01-01
Airport Self Storage,2049 East Monte Vista Avenue,Vacaville,CA,95688,7074518700,49398,46928,7.08,9,1,Completed,C,B,2004-01-01
Airport Self Storage,1491 Rutan Drive,Livermore,CA,94551,9256061024,177095,168240,10.8,32,1,Completed,C,B-,1991-01-01
Alamo Lane Self Storage,780 Alamo Lane,Vacaville,CA,95687,7074487204,75257,71494,4.59,14,1,Completed,C,B-,1989-01-01
Allsafe Self Storage,1 Singleton Avenue,Alameda,CA,94501,5108656500,109772,104283,4.79,10,1,Completed,C,C+,1983-01-01
CubeSmart Self Storage,15 Hale Street,Haverhill,MA,1830,9783724573,106724,80043,0.99,5,7,Completed,B,C,2000-08-31
CubeSmart Self Storage,51 South Canal Street,Lawrence,MA,1843,9787949854,46200,39270,0.87,1,2,Completed,B,B-,2014-12-10
CubeSmart Self Storage,968 Massachusetts Avenue,Boston,MA,2118,6175415600,57000,48450,2.02,1,2,Completed,B,C,1972-01-01
CubeSmart Self Storage,20 North Montello Street,Brockton,MA,2301,5085806456,49311,36983,1.24,1,4,Completed,B,C+,1980-01-01
CubeSmart Self Storage,692 South Franklin Street,Holbrook,MA,2343,7817676288,63327,60160,15,20,1,Completed,A,C+,2000-01-01
CubeSmart Self Storage,221 Fallon Road,Stoneham,MA,2180,7814389000,87700,65775,1.26,1,5,Completed,A,B+,2011-01-01
CubeSmart Self Storage,503 North Bedford Street,East Bridgewater,MA,2333,5083788800,40982,38932,20.02,8,1,Completed,B,B-,1999-01-01
CubeSmart Self Storage,519 Beaver Street,Franklin,MA,2038,5085200445,5000,4750,1.15,1,1,Completed,B,B-,1984-01-01
CubeSmart Self Storage,130 Lincoln Street,Brighton,MA,2135,6177874325,32981,28033,0.93,1,2,Completed,A,B-,2005-01-01
CubeSmart Self Storage,150 William F Mcclellan Hwy,Boston,MA,2128,6175680009,110190,82642,1.8,1,3,Completed,B,C,2003-04-01
CubeSmart Self Storage,420 Rutherford Avenue,Boston,MA,2129,6172426400,64448,54780,1.28,1,2,Completed,B,B+,2003-01-01
CubeSmart Self Storage,145 Campanelli Industrial Drive,Brockton,MA,2301,5085844800,79019,75068,4,8,1,Completed,B,B-,1983-01-01
CubeSmart Self Storage,55 Commercial Street,Medford,MA,2155,7813911155,94348,70761,1.02,1,4,Completed,A,B,2001-01-01
CubeSmart Self Storage,545 Clark Road,Tewksbury,MA,1876,9786401300,86600,64950,2.68,1,3,Completed,A,B,2006-01-01
CubeSmart Self Storage,500 Providence Hwy,Walpole,MA,2081,5086684444,86828,82486,5.69,9,1,Completed,A,B,1996-01-01
CubeSmart Self Storage,96 Linden Street,Waltham,MA,2452,7816472618,121425,91068,2.78,1,4,Completed,A,B+,2019-08-14
CubeSmart Self Storage,395 Woburn Street,Tewksbury,MA,1876,9783643905,98600,83810,3.29,2,2,Completed,A,C+,2019-07-18
CubeSmart Self Storage,14 Grove Street,Franklin,MA,2038,5085200445,84006,71405,2.23,1,2,Completed,B,B,2013-01-01
CubeSmart Self Storage,329 Boston Post Road East,Marlborough,MA,1752,5084490930,118200,NULL,2.42,1,3,Completed,A,B-,2018-08-14
CubeSmart Self Storage,137 Summit Street,Peabody,MA,1960,9785951900,120418,90313,4.47,1,4,Completed,A,B,2018-11-20
Currier Self Storage,515 Route 13 South,Milford,NH,3055,6036739538,39940,37943,6.38,10,1,Completed,C,B,1994-01-01
Discount Self Storage,60 Winter Street,Weymouth,MA,2188,7813406300,15360,13056,3.13,1,2,Completed,B,B,1962-01-01
Discount Self - Storage,169 Parking Way,Quincy,MA,2169,6176576789,45510,38683,1.29,1,2,Completed,B,B,2001-01-01
Discount Self Storage,604 Middle Street,East Weymouth,MA,2189,7813358200,33170,28194,10.35,1,2,Completed,B,B,1978-01-01
Discount Self Storage,1206 Hanover Street,Hanover,MA,2340,7818781573,18768,15952,1.27,2,2,Completed,C,C+,1987-01-01
Downtown Mini Storage,31 Perkins Street,Bridgewater,MA,2324,5086977700,75110,56332,1.03,1,4,Completed,C,B,1997-01-01
"Storage Barn, The",6 Wall Street,Hillsboro,NH,3244,6034644870,25077,23823,2.7,5,1,Completed,C,C+,2003-04-28
E - Z Mini Storage,1019 West Hollis Street,Nashua,NH,3062,6038807274,50644,48111,12.49,4,1,Completed,B,C+,1930-01-01
Easi Self - Storage,392 Highland Avenue,Salem,MA,1970,9787414774,40000,34000,2.21,1,2,Completed,B,B,2002-01-01
Easi Self Storage,96 Swampscott Road,Salem,MA,1970,9787414774,22250,18912,13.03,1,2,Completed,B,B,1986-01-01
Eastern Avenue Self Storage,239 Eastern Avenue,Gloucester,MA,1930,9782810200,20900,17765,10.55,12,2,Completed,C,C+,2002-01-01
Watertown Self Storage,80 Elm Street,Watertown,MA,2472,8572195006,56476,42357,0.79,1,4,Completed,A,B,2020-07-06
Emerald City Mini Storage,302 Main Street,Somersworth,NH,3878,6036927989,23547,20014,1.36,1,2,Completed,C,C,2004-01-01
Essex Mini Storage,221 Western Avenue,Essex,MA,1929,9787687445,56115,53309,5.86,11,1,Completed,B,C,1994-01-01
Essex Street Storage,340 Essex Street,Whitman,MA,2382,7814471800,21355,20287,2.66,4,1,Completed,C,B-,2000-01-01
Extra Space Storage,95 Old Colony Avenue,Quincy,MA,2170,6179906838,80654,68555,1.44,3,2,Completed,B,B,1983-01-01
Extra Space Storage,190 Willow Street,Waltham,MA,2453,7812547762,58866,50036,23.76,1,2,Completed,B,A-,1993-01-01
Extra Space Storage,1940 Washington Street,Stoughton,MA,2072,7812548270,64050,54442,7.51,5,2,Completed,A,C+,1997-01-01
Extra Space Storage,122 Allied Drive,Dedham,MA,2026,7813202694,83502,79326,5.85,1,1,Completed,B,B-,1957-01-01
Extra Space Storage,20 Washington Street,Stoughton,MA,2072,7813647182,40120,34102,6.5,6,2,Completed,B,A,1987-01-01
Extra Space Storage,999 Bedford Street,Whitman,MA,2382,7812548609,77187,65608,9.1,10,2,Completed,B,B,1989-01-01
Extra Space Storage,15 Olympia Avenue,Woburn,MA,1801,7812547789,56773,48257,3.09,1,2,Completed,B,B+,1974-01-01
Extra Space Storage,1430 Bedford Street,Abington,MA,2351,7812548473,54150,51442,2.79,8,1,Completed,A,B-,1996-01-01
Extra Space Storage,147 Green Street,Foxboro,MA,2035,5088515253,63560,54026,2.42,3,2,Completed,A,B+,1996-01-01
Extra Space Storage,89 Waverly Street,Ashland,MA,1721,7744247343,63900,54315,4.7,9,2,Completed,A,B-,2003-01-01
Extra Space Storage,230 Oak Street,Brockton,MA,2301,5086494438,71400,60690,1.79,1,2,Completed,A,C+,2002-01-01
Extra Space Storage,21 Weston Avenue,Quincy,MA,2170,6178798394,46260,39321,1.25,1,2,Completed,B,B,2005-01-01
Extra Space Storage,3175 Washington Street,Boston,MA,2130,6176313232,102030,76522,0.82,1,7,Completed,B,B-,1996-01-01
Extra Space Storage,2 Adams Street,Milton,MA,2186,7814733029,66252,56314,3.55,1,2,Completed,B,B,2001-01-01
Extra Space Storage,565 Main Street,Hudson,MA,1749,9786184998,47120,44764,4.2,9,1,Completed,C,C+,1988-01-01
Extra Space Storage,1 Chestnut Street,Nashua,NH,3060,6035212746,451819,338864,4.46,1,8,Completed,B,C+,1960-01-01
Extra Space Storage,2 Scobie Pond Road,Derry,NH,3038,6032478090,38348,36430,4.22,6,1,Completed,C,B-,1986-01-01
Extra Space Storage,901 Candia Road,Manchester,NH,3109,6033615136,46942,44594,3.31,16,1,Completed,C,B-,1989-01-01
Extra Space Storage,640 Broadway,Saugus,MA,1906,7814266959,116850,87637,7.61,2,3,Completed,A,B,2002-01-01
Extra Space Storage,1701 Osgood Street,North Andover,MA,1845,9739087585,50094,37570,3.02,1,3,Completed,A,B-,2002-01-01
Extra Space Storage,143 Lafayette Road,Salisbury,MA,1952,9785187913,59000,56050,9.02,6,1,Completed,C,C+,1985-01-01
Extra Space Storage,885 Centre Street,Brockton,MA,2302,5085620871,35800,30430,2.78,8,2,Completed,A,B-,1999-01-01
Extra Space Storage,235 North Beacon Street,Brighton,MA,2135,6173833713,45184,38406,1,1,2,Completed,A,B,2007-01-01
Extra Space Storage,128 Bridge Street,Newton,MA,2458,6178627689,140468,119397,2.5,1,2,Completed,B,B+,2002-12-01
Extra Space Storage,329 2nd Street,Everett,MA,2149,6176344113,103448,77586,1.8,1,3,Completed,B,B,1999-01-01
Extra Space Storage,460 Somerville Avenue,Somerville,MA,2143,8575230180,93606,79565,1.32,1,2,Completed,B,B+,1998-11-19
Extra Space Storage,1256 Washington Street,Weymouth,MA,2189,7817833779,123984,92988,5.93,1,3,Completed,B,A,1982-01-01
Extra Space Storage,95 Montvale Avenue,Stoneham,MA,2180,7815076944,88128,66096,1.4,1,4,Completed,A,B+,2002-01-01
Extra Space Storage,90 Taunton Street,Plainville,MA,2762,5084318272,106775,90758,9.83,14,2,Completed,A,B,1998-01-01
Extra Space Storage,634 Plain Street,Marshfield,MA,2050,7812066792,43000,36550,2.64,1,2,Completed,A,A-,2001-01-01
Extra Space Storage,5 Independence Road,Kingston,MA,2364,7815888659,60720,57684,10.02,12,1,Completed,B,B-,2002-01-01
Extra Space Storage,171 Milton Street,Dedham,MA,2026,7816368578,73974,70275,2.01,1,1,Completed,B,B-,1965-01-01
Extra Space Storage,1590 Concord Street,Framingham,MA,1701,5083979742,44955,38211,17.55,1,2,Completed,B,B+,1990-01-01
Extra Space Storage,934 Washington Street,Norwood,MA,2062,7813647160,85845,64383,2.4,6,3,Completed,B,B,1998-01-01
Extra Space Storage,590 Revere Beach Pkwy,Revere,MA,2151,7812547855,101100,75825,2.32,1,5,Completed,A,B,2003-01-01
Extra Space Storage,195 Bear Hill Road,Waltham,MA,2451,7817906306,79558,67624,2.23,1,2,Completed,B,A-,1997-01-01
Extra Space Storage,14 McGrath Hwy,Somerville,MA,2143,6178798392,38500,28875,11.75,1,3,Completed,B,C+,1983-01-01
Extra Space Storage,225 Rangeway Road,North Billerica,MA,1862,9739087603,98130,93223,25.3,9,1,Completed,A,B-,2004-01-01
Extra Space Storage,24 Providence Hwy,Dedham,MA,2026,6176312757,91440,68580,1.65,1,3,Completed,A,B-,2015-01-01
Extra Space Storage,27 Liberty Street,Quincy,MA,2169,6174835280,120960,90720,1.15,1,4,Completed,A,B,2015-01-01
Extra Space Storage,2 Industrial Way,Tyngsboro,MA,1879,9783024849,78720,74784,4.41,10,1,Completed,C,C+,1983-01-01
Extra Space Storage,36 Popes Lane,Danvers,MA,1923,9739087539,128098,96073,6.47,4,4,Completed,A,B,2000-01-01
Extra Space Storage,583 Lynnway,Lynn,MA,1905,7812548347,85250,63937,1.94,5,3,Completed,A,C+,2000-01-01
Extra Space Storage,751 Daniel Webster Hwy,Merrimack,NH,3054,6033419522,72600,68970,10.12,10,1,Completed,C,B,2001-01-01
Extra Space Storage,50 Ferry Road,Haverhill,MA,1835,9782280424,70300,52725,2.05,1,3,Completed,B,B,1993-03-24
Extra Space Storage,81 King Street,Cohasset,MA,2025,7814248623,68507,51380,2.9,2,3,Completed,A,A-,2017-07-21
Extra Space Storage,95 Lowell Road,Salem,NH,3079,6038651712,78700,66895,9.29,3,2,Completed,B,B,2018-04-02
Public Storage,72 New Zealand Road,Seabrook,NH,3874,6036379521,80700,76665,7.15,7,1,Completed,B,B-,2015-01-01
Evans Self Storage,1670 Eden Evans Center Road,Angola,NY,14006,7165490338,65573,62294,7.01,25,1,Completed,C,C+,1992-01-01
Spare Room Self Storage,1545 William Street,Buffalo,NY,14206,7168957250,22300,21185,1.16,6,1,Completed,C,C-,2005-01-01
Springville Storage Center,23 Commerce Drive,Springville,NY,14141,7165929800,32390,30770,7.24,10,1,Completed,C,B-,1998-01-01
"Storage Mall, The",2595 Niagara Falls Blvd,Niagara Falls,NY,14304,7167316680,48200,45790,10,5,1,Completed,B,C+,2003-01-01
"Storage Mall, The",6680 Lincoln Avenue,Lockport ,NY,14094,7164331534,23856,22663,2.69,6,1,Completed,B,B-,1986-01-01
Store Room Self Storage,4487 Ridge Road,Lockport,NY,14094,7164333000,7680,7296,1.3,1,1,Completed,B,C,1970-01-01
StorEase Self Storage,33 Peuquet Pkwy,Tonawanda,NY,14150,7166935077,12900,12255,0.77,4,1,Completed,C,C+,1990-01-01
StorEase Self Storage,530 Fillmore Avenue,Tonawanda,NY,14150,7166935077,17310,16444,1.23,3,1,Completed,C,C+,2009-01-01
Thunderhill Self Storage,13014 Big Tree Road,East Aurora,NY,14052,7166553533,29245,27782,12.1,4,1,Completed,C,C,2002-01-01
Time To Store,2020 Electric Avenue,Blasdell,NY,14219,7168228463,14374,13655,3.49,6,1,Completed,C,C+,2007-01-01
Tonawanda Self Store,2250 Military Road,Tonawanda,NY,14150,7166963132,33116,31460,3.13,4,1,Completed,C,C,1968-01-01
U - Haul Moving & Storage,1400 Genesee Street,Buffalo,NY,14211,7168962345,26465,25141,3.7,1,1,Completed,B,C-,1975-01-01
U - Haul Moving & Storage,565 Ludwig Avenue,Cheektowaga,NY,14227,7168923333,39405,37434,4.14,9,1,Completed,C,C+,1987-01-01
U - Haul Moving & Storage,3120 Orchard Park Road,West Seneca,NY,14224,7166759343,11520,10944,5.1,1,1,Completed,B,B-,1965-01-01
U - Haul Moving & Storage,6161 Transit Road,Depew,NY,14043,7166815160,16100,15295,2.9,2,1,Completed,B,C+,1991-01-01
U - Haul Moving & Storage,1510 Orchard Park Road,West Seneca,NY,14224,7166772222,27755,23591,3.2,5,2,Completed,B,B-,2001-01-01
U - Haul Moving & Storage,1748 Main Street,Buffalo,NY,14208,7168841900,28272,21204,1.23,1,3,Completed,B,C+,1976-12-01
